# theta calculated for lambda=      1.5418380 A
# Miller indeces multiplicity  2 x theta        d (A)     intensity
  -10    5   -2       12         73.3673        1.29046496      0.1994
   -8    0   -5       12         73.4473        1.28925756      0.1764
   -5    0   -9       12         73.4646        1.28899605      0.2179
   -7    3   -8       24         73.5437        1.28780550      0.4355
   -9    0   -1       12         73.5898        1.28711309      0.2229
   -4    2  -10       12         73.5923        1.28707494      0.1839
  -10    3   -2       24         73.6375        1.28639641      0.3874
   -8    1   -5       24         73.7972        1.28400768      0.3294
   -8    4   -7       12         73.8293        1.28352900      0.1717
  -10    4   -2       24         73.8917        1.28259843      0.3744
   -4    1  -10       24         74.1162        1.27926986      0.3603
   -8    3   -7       36         74.3525        1.27578787      0.5006
   -6    3   -9       12         74.5116        1.27345764      0.2327
   -7    2   -8       24         74.5903        1.27230959      0.3884
   -9    0   -2       12         74.6836        1.27095071      0.2028
  -10    2    0       12         74.7942        1.26934644      0.1985
   -9    0   -4       24         74.8736        1.26819729      0.3375
    0    0  -11        2         74.9710        1.26679091      0.0197
   -9    1   -5       24         75.0159        1.26614394      0.2867
   -6    2   -9       24         75.0331        1.26589624      0.4369
  -10    2   -1       24         75.1573        1.26411257      0.3841
  -10    3   -2       24         75.4570        1.25983484      0.3305
   -1    0  -11       12         75.4914        1.25934695      0.1158
   -4    0  -10       12         75.6798        1.25667994      0.1755
   -9    3   -5       24         75.8826        1.25382442      0.2639
  -10    5   -4       12         75.9136        1.25339044      0.1621
   -8    2   -7       24         75.9144        1.25337870      0.2936
  -10    2   -2       24         76.2432        1.24879107      0.3488
  -10    4   -4       24         76.4318        1.24617889      0.3041
   -9    0   -2       12         76.4943        1.24531564      0.1753
   -2    1  -11       12         76.5285        1.24484442      0.1157
   -6    1   -9       24         76.5902        1.24399542      0.3779
   -7    1   -8       24         76.6682        1.24292515      0.3337
   -9    2   -5       24         76.9181        1.23950968      0.2438
   -2    0  -11       12         77.0454        1.23777855      0.1163
   -5    2  -10       24         77.2326        1.23524597      0.3748
   -8    0   -5       12         77.4341        1.23253376      0.1441
  -10    3   -4       24         77.9798        1.22526890      0.2691
  -10    2   -2       24         78.0420        1.22444835      0.3000
   -9    0   -5       24         78.1203        1.22341679      0.2743
   -5    1  -10       24         78.2624        1.22155130      0.3446
  -11    5    0       24         78.4156        1.21954861      0.3664
   -8    1   -7       24         78.4946        1.21851858      0.2696
   -3    1  -11       24         78.5898        1.21728168      0.2445
  -11    5   -1       48         78.7734        1.21490468      0.7122
   -9    1   -5       24         78.9763        1.21229211      0.2306
   -9    0   -4       12         79.0069        1.21189984      0.1463
  -10    5   -5       12         79.1468        1.21010760      0.1273
   -6    0   -9       12         79.1638        1.20989135      0.1607
   -8    4   -8       12         79.2410        1.20890665      0.1374
  -11    4    0       12         79.4411        1.20636391      0.1716
   -3    0  -11       12         79.6147        1.20416958      0.1230
  -10    4   -5       24         79.6588        1.20361385      0.2391
   -7    3   -9       24         79.6757        1.20340106      0.3305
   -8    3   -8       36         79.7527        1.20243211      0.4037
  -11    4   -1       24         79.7976        1.20186842      0.3336
  -11    5   -2       48         79.8442        1.20128485      0.6547
   -5    0  -10       12         80.3110        1.19547515      0.1553
  -10    2   -4       24         80.5408        1.19264220      0.2478
   -9    3   -7       24         80.5417        1.19263208      0.2115
   -7    2   -9       24         80.6970        1.19072779      0.2992
  -11    4   -2       24         80.8650        1.18867763      0.3064
   -4    2  -11       12         81.1458        1.18527241      0.1322
  -10    3   -5       24         81.1897        1.18474242      0.2133
   -8    2   -8       24         81.2832        1.18361535      0.2393
   -6    3  -10       12         81.3304        1.18304808      0.1664
  -11    3    0       12         81.4821        1.18122857      0.1467
   -9    2   -7       24         81.5604        1.18029255      0.1968
  -11    5   -2       48         81.6211        1.17956881      0.5721
   -4    1  -11       24         81.6547        1.17916834      0.2575
  -11    3   -1       24         81.8366        1.17700730      0.2853
   -6    2  -10       24         81.8391        1.17697813      0.3146
   -9    0   -5       24         82.0377        1.17463120      0.2234
   -8    0   -7       12         82.0688        1.17426470      0.1187
   -9    0   -5       12         82.2068        1.17264370      0.1204
  -11    4   -2       24         82.6371        1.16762631      0.2669
   -7    1   -9       24         82.7311        1.16653787      0.2636
  -11    3   -2       24         82.8982        1.16460993      0.2626
  -10    0    0        6         83.0057        1.16337523      0.0688
  -10    5   -5       12         83.0527        1.16283655      0.0992
   -4    0  -11       12         83.1776        1.16140684      0.1240
    0    0  -11        2         83.1936        1.16122500      0.0209
  -10    0   -1       12         83.3589        1.15934183      0.1343
   -6    1  -10       24         83.3614        1.15931395      0.2777
  -10    4   -5       24         83.5593        1.15707092      0.1869
   -9    1   -7       24         83.5903        1.15672060      0.1887
   -1    0  -11       12         83.7001        1.15548319      0.1185
  -10    2   -5       24         83.7278        1.15517108      0.2009
   -8    1   -8       24         83.8208        1.15412624      0.2231
  -11    5   -4       48         84.0956        1.15105411      0.4803
  -10    0   -2       12         84.4171        1.14748878      0.1253
  -11    2    0       12         84.5243        1.14630767      0.1265
  -11    3   -2       24         84.6623        1.14479062      0.2302
   -5    2  -11       24         84.6957        1.14442452      0.2637
   -2    1  -11       12         84.7116        1.14425053      0.1095
  -11    2   -1       24         84.8765        1.14244862      0.2470
  -10    3   -5       24         85.0764        1.14027535      0.1691
  -11    4   -4       24         85.1065        1.13994890      0.2226
   -2    0  -11       12         85.2168        1.13875567      0.1061
   -8    4   -9       12         85.2611        1.13827685      0.1106
   -5    1  -11       24         85.7057        1.13350828      0.2435
   -8    3   -9       36         85.7659        1.13286719      0.3280
   -9    3   -8       24         85.8419        1.13205872      0.1744
   -6    0  -10       12         85.8886        1.13156236      0.1221
  -11    2   -2       24         85.9321        1.13110118      0.2302
   -9    0   -5       12         86.0858        1.12947630      0.0997
  -10    0   -2       12         86.1768        1.12851672      0.1124
   -7    3  -10       24         86.3930        1.12624743      0.2510
   -9    0   -7       24         86.6209        1.12386927      0.1862
   -3    1  -11       24         86.7301        1.12273422      0.2027
   -9    2   -8       24         86.8503        1.12148928      0.1642
  -12    6    0        6         87.0472        1.11945833      0.0676
  -11    3   -4       24         87.1240        1.11866986      0.1946
  -11    5   -5       48         87.2616        1.11725978      0.3950
   -8    2   -9       24         87.2782        1.11708958      0.1980
   -8    0   -8       12         87.3542        1.11631439      0.1002
  -12    6   -1       12         87.3984        1.11586330      0.1326
   -7    2  -10       24         87.4008        1.11583845      0.2311
  -12    5    0       12         87.5510        1.11431137      0.1273
  -10    2   -5       24         87.5977        1.11383799      0.1640
  -10    5   -7       12         87.6285        1.11352548      0.0794
  -11    2   -2       24         87.6886        1.11291769      0.2062
   -5    0  -11       12         87.7218        1.11258131      0.1114
   -3    0  -11       12         87.7377        1.11242145      0.0977
  -12    5   -1       24         87.9020        1.11076554      0.2495
  -10    4   -7       24         88.1320        1.10845955      0.1504
  -11    4   -5       24         88.2688        1.10709577      0.1810
  -12    6   -2       12         88.4513        1.10528253      0.1250
  -11    1    0       12         88.5580        1.10422690      0.1050
  -10    0   -4       12         88.6346        1.10347015      0.0983
   -6    3  -11       12         88.7287        1.10254332      0.1205
   -9    1   -8       24         88.8646        1.10120920      0.1603
  -11    1   -1       24         88.9088        1.10077617      0.2065
  -12    5   -2       24         88.9546        1.10032777      0.2351
  -12    4    0       12         89.0613        1.09928626      0.1115
   -6    2  -11       24         89.2320        1.09762514      0.2291
   -4    2  -11       12         89.2478        1.09747164      0.0999
  -12    4   -1       24         89.4120        1.09588151      0.2186
   -7    1  -10       24         89.4145        1.09585796      0.2101
  -10    3   -7       24         89.6419        1.09366679      0.1386
